id;country_from;location_from_id;country_to;location_to_id;transport_mode;equipment_id;supplier_id;match_supplier_pickup;match_supplier_delivery;owned_container;route_id;service_time;rate_basis;charge;charge_fix;currency;not_exclude;distance_min;distance_max;estimate_exclude;remark;remark_cn;create_date;update_date
794.00;CN;Wuhan, Hubei;DE;Duisburg, North Rhine-Westphalia;RAIL;40HC;6;;;COC;Wuhan-Duisburg(South);21.00;EquipmentCount;2760;0;USD;;;;;;;;
795.00;CN;Wuhan, Hubei;DE;Duisburg, North Rhine-Westphalia;RAIL;40DC;6;;;COC;Wuhan-Duisburg(South);21.00;EquipmentCount;2760;0;USD;;;;;;;;
796.00;CN;Wuhan, Hubei;IT;Milan, Lombardy;RAIL;40HC;6;;;COC;Wuhan-Milan(North);24.00;EquipmentCount;3960;0;USD;;;;;;;;
797.00;CN;Wuhan, Hubei;IT;Milan, Lombardy;RAIL;40DC;6;;;COC;Wuhan-Milan(North);24.00;EquipmentCount;3960;0;USD;;;;;;;;
798.00;CN;Suzhou, Jiangsu;RU;Vorsino, Kaluga;RAIL;40HC;10;;;COC;Suzhou-Vorsino(North);16.00;EquipmentCount;3710;0;USD;;;;;;;;
799.00;CN;Suzhou, Jiangsu;RU;Vorsino, Kaluga;RAIL;40DC;10;;;COC;Suzhou-Vorsino(North);16.00;EquipmentCount;3710;0;USD;;;;;;;;
800.00;CN;Hangzhou, Zhejiang;CN;Suzhou, Jiangsu;AUTO;-;10;;;-;-;1.00;EquipmentCount;680;0;USD;;;;;;;;
801.00;CN;Suzhou, Jiangsu;CN;Suzhou, Jiangsu;AUTO;-;10;;;-;-;1.00;EquipmentCount;430;0;USD;;;;1;;;;
802.00;CN;Taizhou, Jiangsu;CN;Suzhou, Jiangsu;AUTO;-;10;;;-;-;1.00;EquipmentCount;690;0;USD;;;;;;;;
803.00;CN;Changshu City, Jiangsu;CN;Suzhou, Jiangsu;AUTO;-;10;;;-;-;1.00;EquipmentCount;430;0;USD;;;;;;;;
804.00;CN;Nanjing, Jiangsu;RU;Vorsino, Kaluga;RAIL;40HC;10;;;COC;Nanjing-Vorsino(North);16.00;EquipmentCount;3310;0;USD;;;;;;;;
805.00;CN;Nanjing, Jiangsu;RU;Vorsino, Kaluga;RAIL;40DC;10;;;COC;Nanjing-Vorsino(North);16.00;EquipmentCount;3310;0;USD;;;;;;;;
806.00;CN;Shanghai, Shanghai;CN;Nanjing, Jiangsu;AUTO;-;10;;;-;-;1.00;EquipmentCount;930;0;USD;;;;;;;;
807.00;CN;Hangzhou, Zhejiang;CN;Nanjing, Jiangsu;AUTO;-;10;;;-;-;1.00;EquipmentCount;1080;0;USD;;;;;;;;
808.00;CN;Ningbo, Zhejiang;CN;Nanjing, Jiangsu;AUTO;-;10;;;-;-;1.00;EquipmentCount;1430;0;USD;;;;;;;;
809.00;CN;Wenzhou, Zhejiang;CN;Nanjing, Jiangsu;AUTO;-;10;;;-;-;1.00;EquipmentCount;1180;0;USD;;;;;;;;
810.00;CN;Suzhou, Jiangsu;CN;Nanjing, Jiangsu;AUTO;-;10;;;-;-;1.00;EquipmentCount;880;0;USD;;;;;;;;
811.00;CN;Taizhou, Jiangsu;CN;Nanjing, Jiangsu;AUTO;-;10;;;-;-;1.00;EquipmentCount;1200;0;USD;;;;;;;;
812.00;CN;Changshu City, Jiangsu;CN;Nanjing, Jiangsu;AUTO;-;10;;;-;-;1.00;EquipmentCount;980;0;USD;;;;;;;;
813.00;CN;Guangzhou, Guangdong;RU;Vorsino, Kaluga;RAIL;40HC;10;;;COC;Guangzhou-Vorsino(North);16.00;EquipmentCount;4962.6;0;USD;;;;;;;;
814.00;CN;Guangzhou, Guangdong;RU;Vorsino, Kaluga;RAIL;40DC;10;;;COC;Guangzhou-Vorsino(North);16.00;EquipmentCount;4060.8;0;USD;;;;;;;;
815.00;CN;Guangzhou, Guangdong;CN;Guangzhou, Guangdong;AUTO;-;10;;;-;-;1.00;EquipmentCount;480;0;USD;;;;1;;;;
816.00;CN;Shenzhen, Guangdong;CN;Guangzhou, Guangdong;AUTO;-;10;;;-;-;1.00;EquipmentCount;580;0;USD;;;;;;;;
817.00;CN;Zhongshan, Guangdong;CN;Guangzhou, Guangdong;AUTO;-;10;;;-;-;1.00;EquipmentCount;580;0;USD;;;;;;;;
818.00;CN;Huizhou, Guangdong;CN;Guangzhou, Guangdong;AUTO;-;10;;;-;-;1.00;EquipmentCount;630;0;USD;;;;;;;;
819.00;CN;Zhuhai, Guangdong;CN;Guangzhou, Guangdong;AUTO;-;10;;;-;-;1.00;EquipmentCount;630;0;USD;;;;;;;;
820.00;CN;Shantou, Guangdong;CN;Guangzhou, Guangdong;AUTO;-;10;;;-;-;1.00;EquipmentCount;1380;0;USD;;;;;;;;
821.00;CN;Xiamen, Fujian;CN;Guangzhou, Guangdong;AUTO;-;10;;;-;-;1.00;EquipmentCount;1780;0;USD;;;;;;;;
822.00;CN;Tianjin, Tianjin;CN;Shenyang, Liaoning;AUTO;-;10;;;-;-;1.00;EquipmentCount;1530;0;USD;;;;;;;;
823.00;CN;Shenyang, Liaoning;CN;Shenyang, Liaoning;AUTO;-;10;;;-;-;1.00;EquipmentCount;650;0;USD;;;;1;;;;
824.00;CN;Jinan, Shandong;CN;Shenyang, Liaoning;AUTO;-;10;;;-;-;1.00;EquipmentCount;2130;0;USD;;;;;;;;
825.00;CN;Beijing, Beijing;CN;Shenyang, Liaoning;AUTO;-;10;;;-;-;1.00;EquipmentCount;1430;0;USD;;;;;;;;
826.00;CN;Jining, Shandong;CN;Shenyang, Liaoning;AUTO;-;10;;;-;-;1.00;EquipmentCount;2380;0;USD;;;;;;;;
827.00;CN;Qingdao, Shandong;CN;Linyi, Shandong;AUTO;-;10;;;-;-;1.00;EquipmentCount;680;0;USD;;;;;;;;
828.00;CN;Dezhou, Shandong;CN;Linyi, Shandong;AUTO;-;10;;;-;-;1.00;EquipmentCount;1230;0;USD;;;;;;;;
829.00;CN;Weihai, Shandong;CN;Linyi, Shandong;AUTO;-;10;;;-;-;1.00;EquipmentCount;1030;0;USD;;;;;;;;
830.00;CN;Tianjin, Tianjin;CN;Linyi, Shandong;AUTO;-;10;;;-;-;1.00;EquipmentCount;1180;0;USD;;;;;;;;
831.00;CN;Beijing, Beijing;CN;Linyi, Shandong;AUTO;-;10;;;-;-;1.00;EquipmentCount;1380;0;USD;;;;;;;;
832.00;CN;Baoding, Hebei;CN;Linyi, Shandong;AUTO;-;10;;;-;-;1.00;EquipmentCount;1430;0;USD;;;;;;;;
833.00;CN;Ganzhou, Jiangxi;RU;Vorsino, Kaluga;RAIL;40DC;10;;;COC;Ganzhou-Vorsino(North);16.00;EquipmentCount;2940;0;USD;;;;;;;;
834.00;CN;Ganzhou, Jiangxi;RU;Vorsino, Kaluga;RAIL;40HC;10;;;COC;Ganzhou-Vorsino(North);16.00;EquipmentCount;2940;0;USD;;;;;;;;
835.00;CN;Guangzhou, Guangdong;CN;Ganzhou, Jiangxi;AUTO;-;10;;;-;-;1.00;EquipmentCount;1230;0;USD;;;;;;;;
836.00;CN;Shenzhen, Guangdong;CN;Ganzhou, Jiangxi;AUTO;-;10;;;-;-;1.00;EquipmentCount;1030;0;USD;;;;;;;;
837.00;CN;Xiamen, Fujian;CN;Ganzhou, Jiangxi;AUTO;-;10;;;-;-;1.00;EquipmentCount;1380;0;USD;;;;;;;;
838.00;CN;Zhongshan, Guangdong;CN;Ganzhou, Jiangxi;AUTO;-;10;;;-;-;1.00;EquipmentCount;1230;0;USD;;;;;;;;
839.00;CN;Huizhou, Guangdong;CN;Ganzhou, Jiangxi;AUTO;-;10;;;-;-;1.00;EquipmentCount;1030;0;USD;;;;;;;;
840.00;CN;Zhuhai, Guangdong;CN;Ganzhou, Jiangxi;AUTO;-;10;;;-;-;1.00;EquipmentCount;1180;0;USD;;;;;;;;
841.00;CN;Jiangmen, Guangdong;CN;Ganzhou, Jiangxi;AUTO;-;10;;;-;-;1.00;EquipmentCount;1130;0;USD;;;;;;;;
842.00;CN;Chongqing, Chongqing;CN;Chongqing, Chongqing;AUTO;-;10;;;-;-;1.00;EquipmentCount;480;0;USD;;;;1;;;;
843.00;CN;Changsha, Hunan;CN;Chongqing, Chongqing;AUTO;-;10;;;-;-;1.00;EquipmentCount;2430;0;USD;;;;;;;;
844.00;CN;Kunming, Yunnan;CN;Chongqing, Chongqing;AUTO;-;10;;;-;-;1.00;EquipmentCount;286;0;USD;;;;;;;;
845.00;CN;Xi'an, Shaanxi;CN;Chongqing, Chongqing;AUTO;-;10;;;-;-;1.00;EquipmentCount;1880;0;USD;;;;;;;;
846.00;CN;Guiyang, Guizhou;CN;Chongqing, Chongqing;AUTO;-;10;;;-;-;1.00;EquipmentCount;1050;0;USD;;;;;;;;
847.00;CN;Guilin, Guangxi;CN;Chongqing, Chongqing;AUTO;-;10;;;-;-;3.00;EquipmentCount;2260;0;USD;;;;;;;;
850.00;DE;Duisburg, North Rhine-Westphalia;CN;Suzhou, Jiangsu;RAIL;40HC;15;;;COC;Duisburg-Suzhou(North);18.00;EquipmentCount;2550;0;USD;;;;;;;;
851.00;DE;Duisburg, North Rhine-Westphalia;CN;Suzhou, Jiangsu;RAIL;40DC;15;;;COC;Duisburg-Suzhou(North);18.00;EquipmentCount;2550;0;USD;;;;;;;;
854.00;CN;Ningbo, Zhejiang;CN;Ganzhou, Jiangxi;AUTO;-;15;;;-;-;1.00;EquipmentCount;2090;0;USD;;;;;;;;
855.00;CN;Suzhou, Jiangsu;CN;Ganzhou, Jiangxi;AUTO;-;15;;;-;-;1.00;EquipmentCount;1910;0;USD;;;;;;;;
856.00;CN;Shilong, Guangdong;PL;Warsaw, Mazovia;RAIL;40HC;15;;;COC;Shilong-Warsaw(North);20.00;EquipmentCount;5313.6;0;USD;;;;;;;;
857.00;CN;Shilong, Guangdong;PL;Warsaw, Mazovia;RAIL;40DC;15;;;COC;Shilong-Warsaw(North);20.00;EquipmentCount;5313.6;0;USD;;;;;;;;
858.00;CN;Jiangmen, Guangdong;CN;Shilong, Guangdong;AUTO;-;15;;;-;-;1.00;EquipmentCount;570;0;USD;;;;;;;;
859.00;CN;Heyuan, Guangdong;CN;Shilong, Guangdong;AUTO;-;15;;;-;-;1.00;EquipmentCount;633;0;USD;;;;;;;;
860.00;CN;Chaozhou, Guangdong;CN;Shilong, Guangdong;AUTO;-;15;;;-;-;1.00;EquipmentCount;1200;0;USD;;;;;;;;
861.00;CN;Shantou, Guangdong;CN;Shilong, Guangdong;AUTO;-;15;;;-;-;1.00;EquipmentCount;1200;0;USD;;;;;;;;
862.00;CN;Guangzhou, Guangdong;PL;Malaszewicze, Lublin;RAIL;40HC;15;;;COC;Guangzhou-Malaszewicze(North);16.00;EquipmentCount;5313.6;0;USD;;;;;;;;
863.00;CN;Guangzhou, Guangdong;PL;Malaszewicze, Lublin;RAIL;40DC;15;;;COC;Guangzhou-Malaszewicze(North);16.00;EquipmentCount;5313.6;0;USD;;;;;;;;
864.00;CN;Guangzhou, Guangdong;PL;Warsaw, Mazovia;RAIL;40HC;15;;;COC;Guangzhou-Warsaw(North);16.00;EquipmentCount;5313.6;0;USD;;;;;;;;
865.00;CN;Guangzhou, Guangdong;PL;Warsaw, Mazovia;RAIL;40DC;15;;;COC;Guangzhou-Warsaw(North);16.00;EquipmentCount;5313.6;0;USD;;;;;;;;
866.00;CN;Guangzhou, Guangdong;DE;Hamburg, Hamburg;RAIL;40HC;15;;;COC;Guangzhou-Hamburg(North);18.00;EquipmentCount;4719.6;0;USD;;;;;;;;
867.00;CN;Guangzhou, Guangdong;DE;Hamburg, Hamburg;RAIL;40DC;15;;;COC;Guangzhou-Hamburg(North);18.00;EquipmentCount;4719.6;0;USD;;;;;;;;
868.00;CN;Guangzhou, Guangdong;DE;Duisburg, North Rhine-Westphalia;RAIL;40HC;15;;;COC;Guangzhou-Duisburg(North);18.00;EquipmentCount;4719.6;0;USD;;;;;;;;
869.00;CN;Guangzhou, Guangdong;DE;Duisburg, North Rhine-Westphalia;RAIL;40DC;15;;;COC;Guangzhou-Duisburg(North);18.00;EquipmentCount;4719.6;0;USD;;;;;;;;
870.00;CN;Ganzhou, Jiangxi;RU;Vorsino, Kaluga;RAIL;40HC;15;;;COC;Ganzhou-Vorsino(North);16.00;EquipmentCount;2630;0;USD;;;;;;;;
871.00;CN;Nanjing, Jiangsu;RU;Vorsino, Kaluga;RAIL;40HC;15;;;COC;Nanjing-Vorsino(North);16.00;EquipmentCount;2920;0;USD;;;;;;;;
872.00;CN;Shilong, Guangdong;RU;Vorsino, Kaluga;RAIL;40HC;15;;;COC;Shilong-Vorsino(North);16.00;EquipmentCount;4093.2;0;USD;;;;;;;;
873.00;CN;Guangzhou, Guangdong;RU;Vorsino, Kaluga;RAIL;40HC;15;;;COC;Guangzhou-Vorsino(North);16.00;EquipmentCount;4622.4;0;USD;;;;;;;;
874.00;CN;Ganzhou, Jiangxi;RU;Vorsino, Kaluga;RAIL;40DC;15;;;COC;Ganzhou-Vorsino(North);16.00;EquipmentCount;2630;0;USD;;;;;;;;
875.00;CN;Nanjing, Jiangsu;RU;Vorsino, Kaluga;RAIL;40DC;15;;;COC;Nanjing-Vorsino(North);16.00;EquipmentCount;2920;0;USD;;;;;;;;
876.00;CN;Shilong, Guangdong;RU;Vorsino, Kaluga;RAIL;40DC;15;;;COC;Shilong-Vorsino(North);16.00;EquipmentCount;4093.2;0;USD;;;;;;;;
877.00;CN;Guangzhou, Guangdong;RU;Vorsino, Kaluga;RAIL;40DC;15;;;COC;Guangzhou-Vorsino(North);16.00;EquipmentCount;4622.4;0;USD;;;;;;;;
878.00;CN;Shanghai, Shanghai;CN;Ganzhou, Jiangxi;AUTO;-;15;;;-;-;1.00;EquipmentCount;1740;0;USD;;;;;;;;
879.00;CN;Wuxi, Hunan;CN;Ganzhou, Jiangxi;AUTO;-;15;;;-;-;1.00;EquipmentCount;1840;0;USD;;;;;;;;
880.00;CN;Zhuhai, Guangdong;CN;Ganzhou, Jiangxi;AUTO;-;15;;;-;-;1.00;EquipmentCount;1090;0;USD;;;;;;;;
881.00;CN;Wuxi, Hunan;CN;Suzhou, Jiangsu;AUTO;-;15;;;-;-;1.00;EquipmentCount;435;0;USD;;;;;;;;
882.00;CN;Xiamen, Fujian;CN;Guangzhou, Guangdong;AUTO;-;15;;;-;-;1.00;EquipmentCount;1500;0;USD;;;;;;;;
883.00;CN;Guangzhou, Guangdong;CN;Guangzhou, Guangdong;AUTO;-;15;;;-;-;1.00;EquipmentCount;435;0;USD;;;;1;;;;
884.00;CN;Shenzhen, Guangdong;CN;Guangzhou, Guangdong;AUTO;-;15;;;-;-;1.00;EquipmentCount;495;0;USD;;;;;;;;
885.00;CN;Zhuhai, Guangdong;CN;Guangzhou, Guangdong;AUTO;-;15;;;-;-;1.00;EquipmentCount;580;0;USD;;;;;;;;
886.00;DE;Duisburg, North Rhine-Westphalia;CN;Changchun, Jilin;RAIL;40HC;6;;;COC;Duisburg-Changchun(North);19.00;EquipmentCount;3150;0;USD;;;;;;;;
887.00;DE;Hamburg, Hamburg;CN;Changchun, Jilin;RAIL;40HC;6;;;COC;Hamburg-Changchun(North);19.00;EquipmentCount;3150;0;USD;;;;;;;;
888.00;PL;Warsaw, Mazovia;CN;Changchun, Jilin;RAIL;40HC;6;;;COC;Warsaw-Changchun(North);19.00;EquipmentCount;2800;0;USD;;;;;;;;
889.00;IT;Milan, Lombardy;CN;Changchun, Jilin;RAIL;40HC;6;;;COC;Milan-Changchun(North);22.00;EquipmentCount;4374;0;USD;;;;;;;;
890.00;DE;Duisburg, North Rhine-Westphalia;CN;Changchun, Jilin;RAIL;40DC;6;;;COC;Duisburg-Changchun(North);19.00;EquipmentCount;3150;0;USD;;;;;;;;
891.00;DE;Hamburg, Hamburg;CN;Changchun, Jilin;RAIL;40DC;6;;;COC;Hamburg-Changchun(North);19.00;EquipmentCount;3150;0;USD;;;;;;;;
892.00;PL;Warsaw, Mazovia;CN;Changchun, Jilin;RAIL;40DC;6;;;COC;Warsaw-Changchun(North);19.00;EquipmentCount;2800;0;USD;;;;;;;;
893.00;IT;Milan, Lombardy;CN;Changchun, Jilin;RAIL;40DC;6;;;COC;Milan-Changchun(North);22.00;EquipmentCount;4374;0;USD;;;;;;;;
894.00;CN;Changchun, Jilin;CN;Shenyang, Liaoning;AUTO;-;6;;;-;-;2.00;EquipmentCount;1010;0;USD;;;;;;;;
895.00;CN;Changchun, Jilin;CN;Dalian, Liaoning;AUTO;-;6;;;-;-;2.00;EquipmentCount;1180;0;USD;;;;;;;;
896.00;CN;Changchun, Jilin;CN;Beijing, Beijing;AUTO;-;6;;;-;-;3.00;EquipmentCount;2180;0;USD;;;;;;;;
897.00;CN;Changchun, Jilin;CN;Tianjin, Tianjin;AUTO;-;6;;;-;-;3.00;EquipmentCount;2035;0;USD;;;;;;;;
898.00;CN;Changchun, Jilin;CN;Qingdao, Shandong;AUTO;-;6;;;-;-;4.00;EquipmentCount;2490;0;USD;;;;;;;;
899.00;DE;Duisburg, North Rhine-Westphalia;CN;Suzhou, Jiangsu;RAIL;40HC;6;;;COC;Duisburg-Suzhou(North);22.00;EquipmentCount;2550;0;USD;;;;;;;;
900.00;DE;Hamburg, Hamburg;CN;Suzhou, Jiangsu;RAIL;40HC;6;;;COC;Hamburg-Suzhou(North);24.00;EquipmentCount;2550;0;USD;;;;;;;;
901.00;PL;Warsaw, Mazovia;CN;Suzhou, Jiangsu;RAIL;40HC;6;;;COC;Warsaw-Suzhou(North);20.00;EquipmentCount;2550;0;USD;;;;;;;;
902.00;PL;Malaszewicze, Lublin;CN;Suzhou, Jiangsu;RAIL;40HC;6;;;COC;Malaszewicze-Suzhou(North);20.00;EquipmentCount;2550;0;USD;;;;;;;;
903.00;IT;Milan, Lombardy;CN;Suzhou, Jiangsu;RAIL;40HC;6;;;COC;Milan-Suzhou(North);26.00;EquipmentCount;3750;0;USD;;;;;;;;
904.00;DE;Duisburg, North Rhine-Westphalia;CN;Suzhou, Jiangsu;RAIL;40DC;6;;;COC;Duisburg-Suzhou(North);22.00;EquipmentCount;2550;0;USD;;;;;;;;
905.00;DE;Hamburg, Hamburg;CN;Suzhou, Jiangsu;RAIL;40DC;6;;;COC;Hamburg-Suzhou(North);24.00;EquipmentCount;2550;0;USD;;;;;;;;
906.00;PL;Warsaw, Mazovia;CN;Suzhou, Jiangsu;RAIL;40DC;6;;;COC;Warsaw-Suzhou(North);20.00;EquipmentCount;2550;0;USD;;;;;;;;
907.00;PL;Malaszewicze, Lublin;CN;Suzhou, Jiangsu;RAIL;40DC;6;;;COC;Malaszewicze-Suzhou(North);20.00;EquipmentCount;2550;0;USD;;;;;;;;
908.00;IT;Milan, Lombardy;CN;Suzhou, Jiangsu;RAIL;40DC;6;;;COC;Milan-Suzhou(North);26.00;EquipmentCount;3750;0;USD;;;;;;;;
909.00;CN;Suzhou, Jiangsu;CN;Kunshan, Jiangsu;AUTO;-;6;;;-;-;3.00;EquipmentCount;430;0;USD;;;;;;;;
910.00;DE;Duisburg, North Rhine-Westphalia;CN;Shenyang, Liaoning;RAIL;40HC;6;;;COC;Duisburg-Shenyang(North);19.00;EquipmentCount;4827.6;0;USD;;;;;;;;
911.00;DE;Hamburg, Hamburg;CN;Shenyang, Liaoning;RAIL;40HC;6;;;COC;Hamburg-Shenyang(North);21.00;EquipmentCount;4827.6;0;USD;;;;;;;;
912.00;PL;Warsaw, Mazovia;CN;Shenyang, Liaoning;RAIL;40HC;6;;;COC;Warsaw-Shenyang(North);20.00;EquipmentCount;4665.6;0;USD;;;;;;;;
913.00;PL;Malaszewicze, Lublin;CN;Shenyang, Liaoning;RAIL;40HC;6;;;COC;Malaszewicze-Shenyang(North);19.00;EquipmentCount;4557.6;0;USD;;;;;;;;
914.00;IT;Milan, Lombardy;CN;Shenyang, Liaoning;RAIL;40HC;6;;;COC;Milan-Shenyang(North);22.00;EquipmentCount;6123.6;0;USD;;;;;;;;
915.00;DE;Duisburg, North Rhine-Westphalia;CN;Shenyang, Liaoning;RAIL;40DC;6;;;COC;Duisburg-Shenyang(North);19.00;EquipmentCount;4827.6;0;USD;;;;;;;;
916.00;DE;Hamburg, Hamburg;CN;Shenyang, Liaoning;RAIL;40DC;6;;;COC;Hamburg-Shenyang(North);21.00;EquipmentCount;4827.6;0;USD;;;;;;;;
917.00;PL;Warsaw, Mazovia;CN;Shenyang, Liaoning;RAIL;40DC;6;;;COC;Warsaw-Shenyang(North);20.00;EquipmentCount;4665.6;0;USD;;;;;;;;
918.00;PL;Malaszewicze, Lublin;CN;Shenyang, Liaoning;RAIL;40DC;6;;;COC;Malaszewicze-Shenyang(North);19.00;EquipmentCount;4557.6;0;USD;;;;;;;;
919.00;IT;Milan, Lombardy;CN;Shenyang, Liaoning;RAIL;40DC;6;;;COC;Milan-Shenyang(North);22.00;EquipmentCount;6123.6;0;USD;;;;;;;;
920.00;DE;Duisburg, North Rhine-Westphalia;CN;Dalian, Liaoning;RAIL;40HC;6;;;COC;Duisburg-Dalian(North);20.00;EquipmentCount;5281.2;0;USD;;;;;;;;
921.00;DE;Hamburg, Hamburg;CN;Dalian, Liaoning;RAIL;40HC;6;;;COC;Hamburg-Dalian(North);22.00;EquipmentCount;5281.2;0;USD;;;;;;;;
922.00;PL;Warsaw, Mazovia;CN;Dalian, Liaoning;RAIL;40HC;6;;;COC;Warsaw-Dalian(North);21.00;EquipmentCount;5119.2;0;USD;;;;;;;;
923.00;PL;Malaszewicze, Lublin;CN;Dalian, Liaoning;RAIL;40HC;6;;;COC;Malaszewicze-Dalian(North);20.00;EquipmentCount;5022;0;USD;;;;;;;;
924.00;IT;Milan, Lombardy;CN;Dalian, Liaoning;RAIL;40HC;6;;;COC;Milan-Dalian(North);23.00;EquipmentCount;6577.2;0;USD;;;;;;;;
925.00;DE;Duisburg, North Rhine-Westphalia;CN;Dalian, Liaoning;RAIL;40DC;6;;;COC;Duisburg-Dalian(North);20.00;EquipmentCount;5281.2;0;USD;;;;;;;;
926.00;DE;Hamburg, Hamburg;CN;Dalian, Liaoning;RAIL;40DC;6;;;COC;Hamburg-Dalian(North);22.00;EquipmentCount;5281.2;0;USD;;;;;;;;
927.00;PL;Warsaw, Mazovia;CN;Dalian, Liaoning;RAIL;40DC;6;;;COC;Warsaw-Dalian(North);21.00;EquipmentCount;5119.2;0;USD;;;;;;;;
928.00;PL;Malaszewicze, Lublin;CN;Dalian, Liaoning;RAIL;40DC;6;;;COC;Malaszewicze-Dalian(North);20.00;EquipmentCount;5022;0;USD;;;;;;;;
929.00;IT;Milan, Lombardy;CN;Dalian, Liaoning;RAIL;40DC;6;;;COC;Milan-Dalian(North);23.00;EquipmentCount;6577.2;0;USD;;;;;;;;
930.00;DE;Duisburg, North Rhine-Westphalia;CN;Beijing, Beijing;RAIL;40HC;6;;;COC;Duisburg-Beijing(North);21.00;EquipmentCount;5605.2;0;USD;;;;;;;;
931.00;DE;Hamburg, Hamburg;CN;Beijing, Beijing;RAIL;40HC;6;;;COC;Hamburg-Beijing(North);23.00;EquipmentCount;5605.2;0;USD;;;;;;;;
932.00;PL;Warsaw, Mazovia;CN;Beijing, Beijing;RAIL;40HC;6;;;COC;Warsaw-Beijing(North);21.00;EquipmentCount;5443.2;0;USD;;;;;;;;
933.00;PL;Malaszewicze, Lublin;CN;Beijing, Beijing;RAIL;40HC;6;;;COC;Malaszewicze-Beijing(North);21.00;EquipmentCount;5346;0;USD;;;;;;;;
934.00;IT;Milan, Lombardy;CN;Beijing, Beijing;RAIL;40HC;6;;;COC;Milan-Beijing(North);24.00;EquipmentCount;6901.2;0;USD;;;;;;;;
935.00;DE;Duisburg, North Rhine-Westphalia;CN;Beijing, Beijing;RAIL;40DC;6;;;COC;Duisburg-Beijing(North);21.00;EquipmentCount;5605.2;0;USD;;;;;;;;
936.00;DE;Hamburg, Hamburg;CN;Beijing, Beijing;RAIL;40DC;6;;;COC;Hamburg-Beijing(North);23.00;EquipmentCount;5605.2;0;USD;;;;;;;;
937.00;PL;Warsaw, Mazovia;CN;Beijing, Beijing;RAIL;40DC;6;;;COC;Warsaw-Beijing(North);21.00;EquipmentCount;5443.2;0;USD;;;;;;;;
938.00;PL;Malaszewicze, Lublin;CN;Beijing, Beijing;RAIL;40DC;6;;;COC;Malaszewicze-Beijing(North);21.00;EquipmentCount;5346;0;USD;;;;;;;;
939.00;IT;Milan, Lombardy;CN;Beijing, Beijing;RAIL;40DC;6;;;COC;Milan-Beijing(North);24.00;EquipmentCount;6901.2;0;USD;;;;;;;;
940.00;DE;Duisburg, North Rhine-Westphalia;CN;Tianjin, Tianjin;RAIL;40HC;6;;;COC;Duisburg-Tianjin(North);21.00;EquipmentCount;5340.6;0;USD;;;;;;;;
941.00;DE;Hamburg, Hamburg;CN;Tianjin, Tianjin;RAIL;40HC;6;;;COC;Hamburg-Tianjin(North);23.00;EquipmentCount;5340.6;0;USD;;;;;;;;
942.00;PL;Warsaw, Mazovia;CN;Tianjin, Tianjin;RAIL;40HC;6;;;COC;Warsaw-Tianjin(North);21.00;EquipmentCount;5178.6;0;USD;;;;;;;;
943.00;PL;Malaszewicze, Lublin;CN;Tianjin, Tianjin;RAIL;40HC;6;;;COC;Malaszewicze-Tianjin(North);21.00;EquipmentCount;5081.4;0;USD;;;;;;;;
944.00;IT;Milan, Lombardy;CN;Tianjin, Tianjin;RAIL;40HC;6;;;COC;Milan-Tianjin(North);24.00;EquipmentCount;6636.6;0;USD;;;;;;;;
945.00;DE;Duisburg, North Rhine-Westphalia;CN;Tianjin, Tianjin;RAIL;40DC;6;;;COC;Duisburg-Tianjin(North);21.00;EquipmentCount;5340.6;0;USD;;;;;;;;
946.00;DE;Hamburg, Hamburg;CN;Tianjin, Tianjin;RAIL;40DC;6;;;COC;Hamburg-Tianjin(North);23.00;EquipmentCount;5340.6;0;USD;;;;;;;;
947.00;PL;Warsaw, Mazovia;CN;Tianjin, Tianjin;RAIL;40DC;6;;;COC;Warsaw-Tianjin(North);21.00;EquipmentCount;5178.6;0;USD;;;;;;;;
948.00;PL;Malaszewicze, Lublin;CN;Tianjin, Tianjin;RAIL;40DC;6;;;COC;Malaszewicze-Tianjin(North);21.00;EquipmentCount;5081.4;0;USD;;;;;;;;
949.00;IT;Milan, Lombardy;CN;Tianjin, Tianjin;RAIL;40DC;6;;;COC;Milan-Tianjin(North);24.00;EquipmentCount;6636.6;0;USD;;;;;;;;
950.00;DE;Duisburg, North Rhine-Westphalia;CN;Qingdao, Shandong;RAIL;40HC;6;;;COC;Duisburg-Qingdao(North);21.00;EquipmentCount;5832;0;USD;;;;;;;;
951.00;DE;Hamburg, Hamburg;CN;Qingdao, Shandong;RAIL;40HC;6;;;COC;Hamburg-Qingdao(North);23.00;EquipmentCount;5832;0;USD;;;;;;;;
952.00;PL;Warsaw, Mazovia;CN;Qingdao, Shandong;RAIL;40HC;6;;;COC;Warsaw-Qingdao(North);21.00;EquipmentCount;5670;0;USD;;;;;;;;
953.00;PL;Malaszewicze, Lublin;CN;Qingdao, Shandong;RAIL;40HC;6;;;COC;Malaszewicze-Qingdao(North);21.00;EquipmentCount;5572.8;0;USD;;;;;;;;
954.00;IT;Milan, Lombardy;CN;Qingdao, Shandong;RAIL;40HC;6;;;COC;Milan-Qingdao(North);24.00;EquipmentCount;7128;0;USD;;;;;;;;
955.00;DE;Duisburg, North Rhine-Westphalia;CN;Qingdao, Shandong;RAIL;40DC;6;;;COC;Duisburg-Qingdao(North);21.00;EquipmentCount;5832;0;USD;;;;;;;;
